table_id,col_idx,class,class_id,data
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2920-WebTrac Activity Search-2_OXPYZRJNDLTPS3DZ,0,description,29,Self-Myofascial Release Self-Myofascial Release Self-Myofascial Release
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2920-WebTrac Activity Search-2_OXPYZRJNDLTPS3DZ,1,location,44,Activity & Rec Ctr Activity & Rec Ctr Activity & Rec Ctr
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2920-WebTrac Activity Search-2_OXPYZRJNDLTPS3DZ,2,status,71,Unavailable Unavailable Unavailable
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2920-WebTrac Activity Search-2_OXPYZRJNDLTPS3DZ,3,gender,37,Co-ed Co-ed Co-ed
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_2695-WebTrac Activity Search-1_WJ3EYTSGJZBSNVIT,0,description,29,Tappercise Tappercise
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_2695-WebTrac Activity Search-1_WJ3EYTSGJZBSNVIT,1,location,44,Waters-Moss Waters-Moss
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_2695-WebTrac Activity Search-1_WJ3EYTSGJZBSNVIT,2,status,71,Unavailable Unavailable
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_2695-WebTrac Activity Search-1_WJ3EYTSGJZBSNVIT,3,gender,37,Co-ed Co-ed
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00038-ip-10-236-191-2.ec2.internal.json.gz_2084-Team Overview-12_OWOPUSPDZTZF5WX3,0,name,46,Richard Rangga Luka Kaic
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00038-ip-10-236-191-2.ec2.internal.json.gz_2084-Team Overview-12_OWOPUSPDZTZF5WX3,1,city,12,Clifton Belgrade
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00038-ip-10-236-191-2.ec2.internal.json.gz_2084-Team Overview-12_OWOPUSPDZTZF5WX3,2,state,70,NJ SRB
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1900-1992 USMS Top 10 LCM for _Z6XZ4CBBDRI3WOJN,0,name,46,Paula J Roemer Codel L Schoengarth Darby M Elleman Paula J Roemer Marguerite Meyer Suzanne M Heim Marguerite Meyer Suzanne M Heim Marguerite Meyer Suzanne M Heim Kimberly A McCord Paula J Roemer Amy J Rieger Paula J Roemer Cathy L Cooley Cathy L Cooley Suzanne M Heim Suzanne M Heim Marguerite Meyer
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1900-1992 USMS Top 10 LCM for _Z6XZ4CBBDRI3WOJN,1,age,3,31 32 32 31 33 34 33 34 33 34 31 31 30 31 34 34 34 34 33
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1900-1992 USMS Top 10 LCM for _Z6XZ4CBBDRI3WOJN,2,club,15,WCM UNAT LAM WCM CRUZ TAM CRUZ TAM CRUZ TAM DAM WCM WOOD WCM WCM WCM TAM TAM CRUZ
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00268-ip-10-236-191-2.ec2.internal.json.gz_2490-WebTrac Activity Search-3_4OC7NYEBB5B27VBW,0,description,29,Clogging Clogging Clogging
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00268-ip-10-236-191-2.ec2.internal.json.gz_2490-WebTrac Activity Search-3_4OC7NYEBB5B27VBW,1,location,44,Waters-Moss Waters-Moss Waters-Moss
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00268-ip-10-236-191-2.ec2.internal.json.gz_2490-WebTrac Activity Search-3_4OC7NYEBB5B27VBW,2,status,71,Unavailable Unavailable Unavailable
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00268-ip-10-236-191-2.ec2.internal.json.gz_2490-WebTrac Activity Search-3_4OC7NYEBB5B27VBW,3,gender,37,Co-ed Co-ed Co-ed
"webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00148-ip-10-236-191-2.ec2.internal.json.gz_2069-East Ellijay, GA Economic_BEBWW2VBJCZ52ED2",0,age,3,< 25 25 - 44 45 - 64 > 64
"webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00148-ip-10-236-191-2.ec2.internal.json.gz_2069-East Ellijay, GA Economic_BEBWW2VBJCZ52ED2",1,city,12,"$19,000 Low $34,141 Low $73,694 Very High $21,250 Low"
"webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00148-ip-10-236-191-2.ec2.internal.json.gz_2069-East Ellijay, GA Economic_BEBWW2VBJCZ52ED2",2,state,70,"$25,291 Near Average $53,271 Low $58,569 Low $31,899 Low"
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_1075-Patricia's bookshelf: rea_FVYPYW4EPMOKSV25,0,isbn,40,isbn 0316254770 isbn 0803734956 isbn isbn 0385755880 isbn 1250049385 isbn 0375964541 isbn 0307588378 isbn 0307346528 isbn 0307346501 isbn 1250049377 isbn 038573428X isbn 0385734263 isbn 0385732082 isbn 0525426035 isbn 039925692X isbn 141970530X isbn 0525421033 isbn 0525951989 isbn 1442431555 isbn 0763663522 isbn 0061804428 isbn 0978545095 isbn 0375869026 isbn 1423113349 isbn 0316122386 isbn 1905712219 isbn 0399256504 isbn 0743482832 isbn 1842551868 isbn 0061836923
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_1075-Patricia's bookshelf: rea_FVYPYW4EPMOKSV25,1,notes,48,notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private! notes Notes are private!
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_1075-Patricia's bookshelf: rea_FVYPYW4EPMOKSV25,2,format,36,format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Paperback format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format Hardcover format format Hardcover format Paperback format Hardcover format Hardcover
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00281-ip-10-236-191-2.ec2.internal.json.gz_1554-Trinity (TX) Softball | N_BVMIMYKDKKTVYJWR,0,name,46,Rebecca Berreth Katie Castillon Caitlynn Dykes Emily Fleischman Haleigh Garza Katie Glomb Brittany Haby Mackenzie Hill Hilary Hoffman Sydney Kuhn Sara McCarty Lauren Mercado Sabrina Nieto Sarah Paller Kaci Wellik Ariel Wilks
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00281-ip-10-236-191-2.ec2.internal.json.gz_1554-Trinity (TX) Softball | N_BVMIMYKDKKTVYJWR,1,position,56,INF SP C OF INF 1B C OF 3B OF OF OF INF 3B SP INF
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00281-ip-10-236-191-2.ec2.internal.json.gz_1554-Trinity (TX) Softball | N_BVMIMYKDKKTVYJWR,2,class,13,Fr. Jr. Sr. Jr. Fr. So. Sr. So. So. Fr. Fr. Sr. Fr. So. Jr. Jr.
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00190-ip-10-236-191-2.ec2.internal.json.gz_2625-WebTrac Activity Search-1_QIDU64S6T3BGM24W,0,description,29,Tappercise Tappercise
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00190-ip-10-236-191-2.ec2.internal.json.gz_2625-WebTrac Activity Search-1_QIDU64S6T3BGM24W,1,location,44,Waters-Moss Waters-Moss
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00190-ip-10-236-191-2.ec2.internal.json.gz_2625-WebTrac Activity Search-1_QIDU64S6T3BGM24W,2,status,71,Unavailable Unavailable
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00190-ip-10-236-191-2.ec2.internal.json.gz_2625-WebTrac Activity Search-1_QIDU64S6T3BGM24W,3,gender,37,Co-ed Co-ed
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00034-ip-10-236-191-2.ec2.internal.json.gz_1765-The Chainary Credit Analy_PDJI47GRIRMYY47N,0,company,19,The Chainary The Chainary The Chainary The Chainary
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00034-ip-10-236-191-2.ec2.internal.json.gz_1765-The Chainary Credit Analy_PDJI47GRIRMYY47N,1,city,12,"Milpitas, CA, 95035 Milpitas, CA, 95035 Milpitas, CA, 95035 Milpitas, CA, 95035"
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00034-ip-10-236-191-2.ec2.internal.json.gz_1765-The Chainary Credit Analy_PDJI47GRIRMYY47N,2,year,77,10/16/2013 10/15/2010 10/15/2010 09/28/2012
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1158-Countdown: 79 Days Until _MG3KIOOW7CWVC36O,0,name,46,Jack Wilson Fran Manchinsky Bill Michael Chris Ward Joe Staysniak Ryan Pickett
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1158-Countdown: 79 Days Until _MG3KIOOW7CWVC36O,1,year,77,1950 1956 1957 1978 1990 2001
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1158-Countdown: 79 Days Until _MG3KIOOW7CWVC36O,2,position,56,T DT DT OT OG DT
webtables2/K2_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1158-Countdown: 79 Days Until _MG3KIOOW7CWVC36O,3,team,73,Lions Redskins Steelers Jets Chargers Rams
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_1597-Ranking List Skier Perfor_XYAHNQ4QCVPUUWVX,0,name,46,KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli KOSNEY Kelli
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_1597-Ranking List Skier Perfor_XYAHNQ4QCVPUUWVX,1,country,22,USA USA USA USA USA USA USA USA USA USA USA
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_1597-Ranking List Skier Perfor_XYAHNQ4QCVPUUWVX,2,sex,68,F F F F F F F F F F F
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00134-ip-10-236-191-2.ec2.internal.json.gz_1597-Ranking List Skier Perfor_XYAHNQ4QCVPUUWVX,3,class,13,L L L L L L L L L L L
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00170-ip-10-236-191-2.ec2.internal.json.gz_2048-Nataniel Rodriguez Baseba_XIJLXV55F262AA4X,0,team,73,ANA ANA ANA ANA
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00170-ip-10-236-191-2.ec2.internal.json.gz_2048-Nataniel Rodriguez Baseba_XIJLXV55F262AA4X,1,status,71,M M M M
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00170-ip-10-236-191-2.ec2.internal.json.gz_2048-Nataniel Rodriguez Baseba_XIJLXV55F262AA4X,2,description,29,Assignment unknown Assigned to Orem (Rk) Assigned to Arizona Angels (Rk)
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2153-Westport Brokerage - Yach_FQ3PO3EZRC6KZ4TG,0,year,77,2007 2005 2004 1996
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2153-Westport Brokerage - Yach_FQ3PO3EZRC6KZ4TG,1,type,75,Express Express Aft Cabin MY Long Range Cruiser
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2153-Westport Brokerage - Yach_FQ3PO3EZRC6KZ4TG,2,currency,26,USD USD USD USD
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2677-WebTrac Activity Search-2_NHFH6RRGCUKUOTTM,0,description,29,Cardio/Strength Ort. Cardio/Strength Ort. Cardio/Strength Ort. Cardio/Strength Ort.
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2677-WebTrac Activity Search-2_NHFH6RRGCUKUOTTM,1,location,44,Activity & Rec Ctr Activity & Rec Ctr Activity & Rec Ctr Activity & Rec Ctr
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2677-WebTrac Activity Search-2_NHFH6RRGCUKUOTTM,2,status,71,Unavailable Unavailable Unavailable Unavailable
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00110-ip-10-236-191-2.ec2.internal.json.gz_2677-WebTrac Activity Search-2_NHFH6RRGCUKUOTTM,3,gender,37,Co-ed Co-ed Co-ed Co-ed
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00239-ip-10-236-191-2.ec2.internal.json.gz_479-4;24;2012 Rollin' and Tumb_FNDKJQNQLM5YY55U,0,artist,6,"James Cotton Angela Strehli Becki Sue & Her Big Rockin' Daddies James Cotton Carl Weathersby John Primer Mississippi Heat/Inetta Visor Zora Young Little Walter Koko Taylor Koko Taylor/Katie Webster/Lonnie Brooks/Ronnie Brooks/Lil Ed Debbie Davies Albert Collins Albert King Carey Bell/Billy Branch/Jr. Wells Nora Jean Tip Of The Top Big Mama Thornton Kenny ""The Blues Boss"" Wayne Tracy Nelson Toni Lynn Washington James Cotton"
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00239-ip-10-236-191-2.ec2.internal.json.gz_479-4;24;2012 Rollin' and Tumb_FNDKJQNQLM5YY55U,1,album,4,"Baby, Don't You Tear My Clothes Antone's Women Big Rockin' Boogie Fire Down Under the Hill Don't You Lay Your Blues On me It's A Blues Life Glad You're Mine Travelin' Light The Essential Little Walter Queen of the Blues Alligator 20th Anniversary Blues Tour Picture This Cold Snap Blues Masters Harp Attack Sings The Blues From Memphis To Greaseland With The Muddy Waters Blues Band -1966 Let It Loose I Feel So Good Been So Long Superharps"
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00239-ip-10-236-191-2.ec2.internal.json.gz_479-4;24;2012 Rollin' and Tumb_FNDKJQNQLM5YY55U,2,duration,31,178 224 364 247 278 306 269 183 182 226 628 250 270 154 213 219 276 181 245 207 373 330
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_1095-ESRL Global Monitoring Di_N3FEPOMC6OJ543M2,0,category,11,Greenhouse Gases Greenhouse Gases
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_1095-ESRL Global Monitoring Di_N3FEPOMC6OJ543M2,1,name,46,Carbon Monoxide (CO) Carbon Monoxide (CO)
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_1095-ESRL Global Monitoring Di_N3FEPOMC6OJ543M2,2,type,75,Flask Flask
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_1095-ESRL Global Monitoring Di_N3FEPOMC6OJ543M2,3,year,77,Multiple Multiple
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1872-Brisbane Academy Elementa_VSY4LP3T2KBOZHO6,0,company,19,Brisbane Academy Brisbane Academy
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1872-Brisbane Academy Elementa_VSY4LP3T2KBOZHO6,1,city,12,"Charlotte, NC, 28201 Charlotte, NC, 28201"
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00178-ip-10-236-191-2.ec2.internal.json.gz_1872-Brisbane Academy Elementa_VSY4LP3T2KBOZHO6,2,year,77,11/14/2009 02/25/2008
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_115-Devils Roster - New Jersey_EFJXVGOXMD4SIVE5,0,name,46,"Mike Cammalleri Ryane Clowe ** Patrik Elias ""A"" Stephen Gionta Adam Henrique Jacob Josefson Kyle Palmieri Tuomo Ruutu Jordin Tootoo Travis Zajac ""A"" Dainius Zubrus"
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_115-Devils Roster - New Jersey_EFJXVGOXMD4SIVE5,1,weight,76,190 225 195 185 195 190 195 205 195 205 225
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_115-Devils Roster - New Jersey_EFJXVGOXMD4SIVE5,2,age,3,33 32 39 31 25 24 24 32 32 30 37
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00287-ip-10-236-191-2.ec2.internal.json.gz_115-Devils Roster - New Jersey_EFJXVGOXMD4SIVE5,3,birthPlace,8,"Toronto, ON, CAN St. John's, NL, CAN Trebic, CZE Rochester, NY, USA Brantford, ON, CAN Stockholm, SWE Smithtown, NY, USA Vantaa, FIN Churchill, MB, CAN Winnipeg, MB, CAN Elektrenai, LTU"
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00310-ip-10-236-191-2.ec2.internal.json.gz_1056-ESRL Global Monitoring Di_PUMI74GD5WX26AVH,0,category,11,Halocompounds Halocompounds Halocompounds Halocompounds Halocompounds Halocompounds
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00310-ip-10-236-191-2.ec2.internal.json.gz_1056-ESRL Global Monitoring Di_PUMI74GD5WX26AVH,1,name,46,CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11) CFC-11 (cfc11)
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00310-ip-10-236-191-2.ec2.internal.json.gz_1056-ESRL Global Monitoring Di_PUMI74GD5WX26AVH,2,type,75,Insitu Insitu Insitu Insitu Insitu Insitu
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00310-ip-10-236-191-2.ec2.internal.json.gz_1056-ESRL Global Monitoring Di_PUMI74GD5WX26AVH,3,year,77,Multiple Multiple Multiple Multiple Multiple Multiple
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00308-ip-10-236-191-2.ec2.internal.json.gz_1481-Softball Roster - Iowa La_YDX5SRUKPVGGOU62,0,name,46,Heaven Coughlin Deanna Gerrard Meghan Vesey Jamison Bascom Megan Remund Brittany Evans Salina Gonzalez Codie Fineran Baylee Bechen Sarah Schacherer Tara Sudenga Kylee Almond Kylee Pospisil
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00308-ip-10-236-191-2.ec2.internal.json.gz_1481-Softball Roster - Iowa La_YDX5SRUKPVGGOU62,1,year,77,SO FR FR SO FR FR SO FR FR FR FR FR SO
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00308-ip-10-236-191-2.ec2.internal.json.gz_1481-Softball Roster - Iowa La_YDX5SRUKPVGGOU62,2,position,56,OF OF/C P/OF OF IF/OF OF C/3rd IF/P 3rd/OF 3rd/2nd 1st/3rd OF/2nd 2nd/SS
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00218-ip-10-236-191-2.ec2.internal.json.gz_1662-Designer Jumpsuits | Trac_FRT3LDPKHLWMNP3W,0,age,3,12M 18M 24M
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00218-ip-10-236-191-2.ec2.internal.json.gz_1662-Designer Jumpsuits | Trac_FRT3LDPKHLWMNP3W,1,weight,76,17-22 lbs 22-27 lbs 27-30 lbs
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00218-ip-10-236-191-2.ec2.internal.json.gz_1662-Designer Jumpsuits | Trac_FRT3LDPKHLWMNP3W,2,weight,76,7.7-9.9 kgs 9.9-12.2 kgs 12.2-13.6 kgs
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_2092-2005 USMS Top 10 SCY for _4DIAR5NXM2CGQNMC,0,name,46,Robert C Supple Philipp A Djang Casey Claflin Greg J Shaw Fred Ferroggiaro Jack Altdoerffer Gary L Schatz Geoff Mykleyby Charles F LeMaistre Randall G Brezina
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_2092-2005 USMS Top 10 SCY for _4DIAR5NXM2CGQNMC,1,age,3,50 50 51 53 51 50 50 52 51 51
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00265-ip-10-236-191-2.ec2.internal.json.gz_2092-2005 USMS Top 10 SCY for _4DIAR5NXM2CGQNMC,2,club,15,NMMS RHMS FACT NEM NCMS NIAG CYCL WMAC ESTM IM
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_2511-WebTrac Activity Search-2_YJO7IEGCHG2NMG76,0,description,29,"Toddler Jazz & Ballet Toddler Jazz, Ballet"
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_2511-WebTrac Activity Search-2_YJO7IEGCHG2NMG76,1,location,44,Waters-Moss Waters-Moss
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_2511-WebTrac Activity Search-2_YJO7IEGCHG2NMG76,2,status,71,Unavailable Unavailable
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00099-ip-10-236-191-2.ec2.internal.json.gz_2511-WebTrac Activity Search-2_YJO7IEGCHG2NMG76,3,gender,37,Co-ed Co-ed
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00228-ip-10-236-191-2.ec2.internal.json.gz_723-West Valley College Athlet_3H6MXJVUMAZOU25S,0,rank,60,1 2 3 4 5 6 7 8 9 10
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00228-ip-10-236-191-2.ec2.internal.json.gz_723-West Valley College Athlet_3H6MXJVUMAZOU25S,1,name,46,Celeste Dunlap Rebekah Harmer Elena Lopez Rachel Wiseman Heather Laptalo Diana Kirk Mary Vidovich Elizabeth Gower Shelby Burrus Cathy Wiseman
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00228-ip-10-236-191-2.ec2.internal.json.gz_723-West Valley College Athlet_3H6MXJVUMAZOU25S,2,year,77,2002 2000 2003 1998 2005 2001 1999 1997 2005 1996
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00089-ip-10-236-191-2.ec2.internal.json.gz_733-Tiram98's anime List - Ani_4HLUV4TDRHUZX43Q,0,type,75,TV Special Movie Movie Movie Movie Movie Movie TV Movie Movie TV TV Movie OVA Other TV OVA TV Music Video Other TV Movie Movie TV TV Special TV Special Movie Movie OVA DVD Special TV Music Video Music Video Movie Movie Movie Other Other Movie Movie OVA Movie Movie Movie Movie Movie Movie Movie TV Special Movie
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00089-ip-10-236-191-2.ec2.internal.json.gz_733-Tiram98's anime List - Ani_4HLUV4TDRHUZX43Q,1,year,77,1993 1989 1988 1991 1992 1988 1999 2004 2003 1994 2006 2006 2006 2007 2000 2007 1989 2005 1995 1992 2008 2008 2004 2009 2000 2003 2009 2006 2010 2006 2011 2005 2009 2009 2010 2001 2008 1992 2010 2013 2013 2001 1986 1984 1995 1997 2002 2000 2004 2001
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00089-ip-10-236-191-2.ec2.internal.json.gz_733-Tiram98's anime List - Ani_4HLUV4TDRHUZX43Q,2,status,71,Won't Watch Won't Watch Want to Watch Won't Watch Won't Watch Want to Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Dropped Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Won't Watch Want to Watch Won't Watch Want to Watch Want to Watch Want to Watch Won't Watch Want to Watch Want to Watch Won't Watch Won't Watch Won't Watch Want to Watch Want to Watch Won't Watch Want to Watch Won't Watch Won't Watch Won't Watch Want to Watch Watched Watched Watched Watched Dropped Watched Watched Watched Watched
webtables1/K3_multi-col/0_1438042986022.41;warc;CC-MAIN-20150728002306-00340-ip-10-236-191-2.ec2.internal.json.gz_2349-1998 USMS Top 10 LCM for _BFXLUECFZXANV3PX,0,name,46,Curt La Count Bobby Patten James Sorensen Kurt Wienants Brian Pakkala Robert Placak Brian Starford Charlie Johnson Hara Andrew Todd Cooper
